,item_id,sentiment_analisy,year
1365,50130,0,2011
1366,50130,1,2011
1367,51100,2,2013
1368,51100,1,2013
1369,51100,0,2013
1370,35420,2,2009
1371,35420,1,2009
1372,228180,2,2014
1373,228180,1,2014
1374,262060,2,2016
1375,262060,0,2016
1376,262060,1,2016
1377,289650,0,2014
1378,289650,2,2014
1379,289650,1,2014
1380,11610,2,2012
1381,11610,0,2012
1382,11610,1,2012
1383,12110,1,2003
1384,12110,2,2003
1385,214490,1,2014
1386,214490,0,2014
1387,214490,2,2014
1388,2600,1,2004
1389,2600,2,2004
1390,282070,2,2014
1391,282070,0,2014
1392,282070,1,2014
1393,230230,2,2014
1394,230230,0,2014
1395,230230,1,2014
1396,20900,2,2008
1397,20900,1,2008
1398,20900,0,2008
1399,306130,0,2014
1400,306130,2,2014
1401,306130,1,2014
1402,313160,2,2014
1403,313160,1,2014
1404,313160,0,2014
1405,371190,2,2008
1406,9930,0,2011
1407,9930,2,2011
1408,9930,1,2011
1409,67370,2,2012
1410,67370,0,2012
1411,67370,1,2012
1412,346120,2,2014
1413,346120,1,2014
1414,346120,0,2014
1415,212800,2,2010
1416,212800,1,2010
1417,212800,0,2010
1418,42700,0,2010
1419,42700,2,2010
1420,42700,1,2010
1421,423880,0,2015
1422,423880,1,2015
1423,423880,2,2015
1424,209730,1,2012
1425,209730,0,2012
1426,209730,2,2012
1427,351555,2,2015
1428,404090,2,2016
1429,404090,0,2016
1430,404090,1,2016
1431,250400,2,2013
1432,250400,1,2013
1433,250400,0,2013
1434,332350,2,2015
1435,228380,2,2014
1436,228380,0,2014
1437,228380,1,2014
1438,314020,2,2014
1439,314020,0,2014
1440,314020,1,2014
1441,57690,2,2011
1442,57690,1,2011
1443,57690,0,2011
1444,233130,0,2013
1445,233130,2,2013
1446,233130,1,2013
1447,48705,2,2012
1448,48705,1,2012
1449,48705,0,2012
1450,241600,0,2013
1451,241600,2,2013
1452,241600,1,2013
1453,320350,2,2015
1454,58610,0,2012
1455,58610,1,2012
1456,58610,2,2012
1457,263060,2,2015
1458,263060,1,2015
1459,263060,0,2015
1460,24720,2,2009
1461,24720,1,2009
1462,24720,0,2009
1463,216150,2,2012
1464,216150,0,2012
1465,216150,1,2012
1466,416670,2,2015
1467,312990,1,2014
1468,312990,0,2014
1469,312990,2,2014
1470,287450,0,2014
1471,287450,2,2014
1472,287450,1,2014
1473,265300,2,2014
1474,265300,0,2014
1475,278080,0,2014
1476,278080,2,2014
1477,278080,1,2014
1478,234330,2,2013
1479,234330,0,2013
1480,250500,2,2013
1481,250500,0,2013
1482,250500,1,2013
1483,238240,0,2015
1484,238240,2,2015
1485,238240,1,2015
1486,287390,2,2014
1487,287390,1,2014
1488,287390,0,2014
1489,204180,2,2012
1490,204180,0,2012
1491,204180,1,2012
1492,373770,2,2016
1493,388090,1,2015
1494,388090,2,2015
1495,388090,0,2015
1496,383120,0,2015
1497,383120,2,2015
1498,383120,1,2015
1499,49470,2,2011
1500,255420,0,2014
1501,255420,2,2014
1502,255420,1,2014
1503,266010,2,2014
1504,266010,0,2014
1505,266010,1,2014
1506,235460,0,2014
1507,235460,2,2014
1508,235460,1,2014
1509,327890,0,2015
1510,327890,2,2015
1511,327890,1,2015
1512,314710,0,2016
1513,245170,0,2013
1514,245170,1,2013
1515,245170,2,2013
1516,7670,2,2007
1517,7670,0,2007
1518,7670,1,2007
1519,72840,2,2011
1520,317400,2,2015
1521,317400,1,2015
1522,317400,0,2015
1523,21690,2,2009
1524,21690,0,2009
1525,304240,1,2015
1526,304240,0,2015
1527,304240,2,2015
1528,214250,0,2012
1529,38410,1,1998
1530,38410,0,1998
1531,38410,2,1998
1532,274190,1,2015
1533,274190,2,2015
1534,274190,0,2015
1535,321360,2,2015
1536,321360,0,2015
1537,321360,1,2015
1538,239800,2,2013
1539,239800,0,2013
1540,329490,0,2015
1541,329490,1,2015
1542,329490,2,2015
1543,450660,2,2016
1544,302380,2,2014
1545,302380,0,2014
1546,302380,1,2014
1547,409160,2,2015
1548,409160,1,2015
1549,409160,0,2015
1550,265810,0,2015
1551,265810,1,2015
1552,208580,2,2005
1553,208580,0,2005
1554,32370,2,2003
1555,32370,0,2003
1556,32370,1,2003
1557,201790,2,2012
1558,201790,0,2012
1559,201790,1,2012
1560,247000,2,2014
1561,247000,1,2014
1562,247000,0,2014
1563,335330,1,2012
1564,335330,0,2012
1565,335330,2,2012
1566,383150,1,2016
1567,383150,2,2016
1568,351290,2,2015
1569,351290,0,2015
1570,351290,1,2015
1571,288160,1,2014
1572,288160,0,2014
1573,288160,2,2014
1574,360740,2,2015
1575,360740,0,2015
1576,40100,0,2010
1577,40100,2,2010
1578,40100,1,2010
1579,422970,2,2016
1580,422970,1,2016
1581,422970,0,2016
1582,25010,1,2005
1583,25010,2,2005
1584,357330,1,2015
1585,268500,0,2016
1586,268500,1,2016
1587,268500,2,2016
1588,266510,2,2015
1589,266510,0,2015
1590,102500,2,2012
1591,102500,0,2012
1592,102500,1,2012
1593,34870,1,2013
1594,34870,2,2013
1595,34870,0,2013
1596,321980,2,2014
1597,342300,2,2015
1598,367500,1,2016
1599,367500,0,2016
1600,367500,2,2016
1601,225600,2,2014
1602,225600,0,2014
1603,225600,1,2014
1604,35720,2,2013
1605,35720,0,2013
1606,35720,1,2013
1607,287290,1,2015
1608,287290,2,2015
1609,287290,0,2015
1610,44350,0,2013
1611,44350,2,2013
1612,44350,1,2013
1613,35140,2,2010
1614,35140,1,2010
1615,35140,0,2010
1616,236850,2,2013
1617,236850,1,2013
1618,236850,0,2013
1619,243000,2,1999
1620,367240,1,2015
1621,200710,0,2012
1622,200710,1,2012
1623,200710,2,2012
1624,390670,2,2015
1625,390670,0,2015
1626,365810,2,2017
1627,207250,2,2012
1628,207250,0,2012
1629,313340,0,2014
1630,313340,1,2014
1631,313340,2,2014
1632,45760,0,2014
1633,45760,2,2014
1634,45760,1,2014
1635,24200,2,2011
1636,24200,1,2011
1637,24200,0,2011
1638,335240,1,2015
1639,335240,0,2015
1640,335240,2,2015
1641,20510,2,2008
1642,20510,1,2008
1643,20510,0,2008
1644,205950,1,2012
1645,205950,2,2012
1646,205950,0,2012
1647,13570,1,2005
1648,13570,2,2005
1649,211400,1,2012
1650,211400,2,2012
1651,211400,0,2012
1652,463390,1,2016
1653,463390,2,2016
1654,281050,2,2014
1655,222750,0,2013
1656,222750,2,2013
1657,222750,1,2013
1658,436110,0,2016
1659,227160,1,2014
1660,227160,2,2014
1661,462930,0,2016
1662,462930,1,2016
1663,435030,2,2016
1664,435030,1,2016
1665,1900,1,2006
1666,235540,2,2015
1667,235540,0,2015
1668,235540,1,2015
1669,387440,1,2015
1670,387440,2,2015
1671,339800,1,2015
1672,339800,2,2015
1673,339800,0,2015
1674,249870,1,2013
1675,249870,2,2013
1676,249870,0,2013
1677,207620,1,2013
1678,207620,2,2013
1679,441050,2,2016
1680,296470,2,2014
1681,296470,1,2014
1682,296470,0,2014
1683,247910,1,2013
1684,247910,0,2013
1685,247910,2,2013
1686,244930,2,2013
1687,244930,0,2013
1688,244930,1,2013
1689,235360,2,2013
1690,235360,1,2013
1691,91700,2,2011
1692,91700,0,2011
1693,91700,1,2011
1694,282660,2,2006
1695,262830,2,2014
1696,220700,2,2012
1697,220700,1,2012
1698,220700,0,2012
1699,389430,0,2016
1700,389430,2,2016
1701,389430,1,2016
1702,350080,2,2015
1703,350080,0,2015
1704,394690,0,2016
1705,394690,2,2016
1706,394690,1,2016
1707,418070,2,2015
1708,418070,1,2015
1709,418070,0,2015
1710,301970,1,2014
1711,301970,2,2014
1712,275700,2,2014
1713,13250,2,1998
1714,253610,0,2014
1715,310080,1,2014
1716,310080,2,2014
1717,310080,0,2014
1718,382050,0,2016
1719,382050,2,2016
1720,64000,0,2011
1721,64000,2,2011
1722,230050,1,2013
1723,230050,2,2013
1724,230050,0,2013
1725,8970,0,2010
1726,384190,2,2016
1727,384190,1,2016
1728,403190,0,2015
1729,403190,2,2015
1730,233290,0,2014
1731,233290,2,2014
1732,48800,2,2010
1733,48800,0,2010
1734,24670,2,2011
1735,214560,1,2012
1736,214560,2,2012
1737,214560,0,2012
1738,70300,2,2010
1739,70300,0,2010
1740,70300,1,2010
1741,242800,0,2013
1742,242800,2,2013
1743,242800,1,2013
1744,230270,1,2016
1745,208650,0,2015
1746,208650,2,2015
1747,208650,1,2015
1748,342560,2,2015
1749,342560,0,2015
1750,261820,2,2014
1751,261820,0,2014
1752,261820,1,2014
1753,299420,0,2014
1754,444090,1,2016
1755,444090,2,2016
1756,444090,0,2016
1757,258970,2,2014
1758,258970,0,2014
1759,258970,1,2014
1760,305260,0,2014
1761,305260,2,2014
1762,305260,1,2014
1763,368740,2,2016
1764,25000,2,2017
1765,25000,0,2017
1766,25000,1,2017
1767,22300,2,2008
1768,22300,1,2008
1769,22300,0,2008
1770,301200,2,2014
1771,130,2,2001
1772,130,1,2001
1773,285440,1,2014
1774,40400,2,2009
1775,358150,2,2015
1776,358150,1,2015
1777,307780,2,2015
1778,307780,1,2015
1779,307780,0,2015
1780,208480,2,2012
1781,208480,0,2012
1782,208480,1,2012
1783,3910,2,2001
1784,3910,0,2001
1785,318220,0,2014
1786,318220,1,2014
1787,318220,2,2014
1788,498240,2,2016
1789,498240,0,2016
1790,8170,0,2009
1791,8170,2,2009
1792,8170,1,2009
1793,302670,2,2016
1794,330350,2,2014
1795,3700,2,2005
1796,3700,1,2005
1797,315430,2,2014
1798,315430,1,2014
1799,315430,0,2014
1800,293320,1,2014
1801,293320,0,2014
1802,293320,2,2014
1803,300220,1,2014
1804,300220,2,2014
1805,363490,2,2015
1806,412940,2,2015
1807,228960,0,2013
1808,228960,2,2013
1809,227580,2,2013
1810,227580,1,2013
1811,227580,0,2013
1812,55475,2,2012
1813,214190,0,2014
1814,214190,2,2014
1815,214190,1,2014
1816,312210,2,2014
1817,312210,0,2014
1818,286080,1,2014
1819,286080,2,2014
1820,286080,0,2014
1821,389870,0,2015
1822,389870,2,2015
1823,21090,2,2005
1824,21090,1,2005
1825,268420,0,2014
1826,268420,2,2014
1827,268420,1,2014
1828,261760,2,2014
1829,261760,0,2014
1830,293540,2,2014
1831,293540,0,2014
1832,293540,1,2014
1833,332070,1,2014
1834,332070,0,2014
1835,332070,2,2014
1836,236450,2,2013
1837,236450,0,2013
1838,236450,1,2013
1839,11280,1,2008
1840,11280,0,2008
1841,11280,2,2008
1842,247240,2,2013
1843,247240,1,2013
1844,247240,0,2013
1845,24960,2,2010
1846,24960,1,2010
1847,24960,0,2010
1848,215670,2,2012
1849,215670,0,2012
1850,222980,0,2012
1851,222980,1,2012
1852,222980,2,2012
1853,291410,2,2016
1854,335190,2,2015
1855,224480,2,2014
1856,224480,1,2014
1857,224480,0,2014
1858,326480,1,2013
1859,326480,0,2013
1860,326480,2,2013
1861,63380,2,2012
1862,63380,1,2012
1863,63380,0,2012
1864,382490,1,2015
1865,382490,0,2015
1866,382490,2,2015
1867,42719,2,2011
1868,297000,2,2015
1869,297000,0,2015
1870,345820,0,2015
1871,345820,2,2015
1872,407530,2,2017
1873,407530,1,2017
1874,407530,0,2017
1875,402570,2,2016
1876,457197,2,2015
1877,261570,2,2015
1878,261570,1,2015
1879,261570,0,2015
1880,226580,2,2014
1881,226580,0,2014
1882,250760,0,2014
1883,250760,2,2014
1884,250760,1,2014
1885,225840,0,1999
1886,225840,1,1999
1887,225840,2,1999
1888,207170,2,2012
1889,207170,0,2012
1890,24010,2,2009
1891,24010,0,2009
1892,24010,1,2009
1893,267600,2,2013
1894,267600,1,2013
1895,267600,0,2013
1896,41800,2,2009
1897,41800,1,2009
1898,41800,0,2009
1899,427520,2,2016
1900,427520,0,2016
1901,427520,1,2016
1902,304030,2,2015
1903,304030,0,2015
1904,304030,1,2015
1905,6880,1,2006
1906,6880,0,2006
1907,6880,2,2006
1908,284160,1,2015
1909,284160,2,2015
1910,284160,0,2015
1911,279720,2,2004
1912,295490,2,2014
1913,258180,0,2014
1914,258180,2,2014
1915,6910,1,2000
1916,6910,2,2000
1917,6910,0,2000
1918,47810,2,2010
1919,47810,0,2010
1920,47810,1,2010
1921,393380,2,2015
1922,393380,0,2015
1923,393380,1,2015
1924,281370,0,2014
1925,281370,1,2014
1926,281370,2,2014
1927,2500,2,2006
1928,252330,0,2013
1929,252330,2,2013
1930,252330,1,2013
1931,261110,2,2014
1932,261110,0,2014
1933,429570,0,2016
1934,429570,2,2016
1935,429570,1,2016
1936,253770,0,2012
1937,424280,1,2016
1938,424280,2,2016
1939,424280,0,2016
1940,233840,0,2013
1941,233840,1,2013
1942,323610,2,2006
1943,323610,0,2006
1944,261180,2,2014
1945,261180,1,2014
1946,261180,0,2014
1947,204372,2,2012
1948,266390,2,2013
1949,47890,2,2009
1950,47890,0,2009
1951,47890,1,2009
1952,402020,0,2015
1953,115320,2,2012
1954,115320,0,2012
1955,395910,2,2010
1956,270090,0,2014
1957,270090,2,2014
1958,7520,0,2011
1959,7520,2,2011
1960,17710,2,2011
1961,17710,0,2011
1962,427730,2,2015
1963,427730,1,2015
1964,427730,0,2015
1965,278910,2,2015
1966,278910,0,2015
1967,15620,0,2009
1968,15620,2,2009
1969,15620,1,2009
1970,408990,2,2015
1971,65780,2,2011
1972,221680,0,2016
1973,221680,2,2016
1974,332310,1,2017
1975,332310,0,2017
1976,332310,2,2017
1977,48720,2,2011
1978,48720,1,2011
1979,48720,0,2011
1980,384300,2,2015
1981,9050,2,2004
1982,9050,0,2004
1983,298240,2,2015
1984,298240,0,2015
1985,298240,1,2015
1986,261980,1,2009
1987,261980,0,2009
1988,261980,2,2009
1989,201210,2,2014
1990,201210,1,2014
1991,364323,2,2015
1992,461244,2,2016
1993,244870,1,2013
1994,244870,2,2013
1995,244870,0,2013
1996,256290,2,2014
1997,256290,0,2014
1998,256290,1,2014
1999,245280,0,2013
2000,245280,2,2013
2001,245280,1,2013
2002,283290,0,2003
2003,283290,1,2003
2004,323140,2,2014
2005,340170,2,2015
2006,340170,0,2015
2007,300550,2,2014
2008,434570,1,2016
2009,434570,2,2016
2010,434570,0,2016
2011,98400,0,2012
2012,98400,1,2012
2013,98400,2,2012
2014,22350,1,2011
2015,22350,2,2011
2016,22350,0,2011
2017,9460,2,2008
2018,363360,2,2015
2019,331500,2,2015
2020,331500,1,2015
2021,331500,0,2015
2022,3260,0,2006
2023,6000,0,2005
2024,6000,1,2005
2025,6000,2,2005
2026,19830,2,2003
2027,24740,2,2009
2028,24740,0,2009
2029,24740,1,2009
2030,65930,0,2013
2031,65930,2,2013
2032,65930,1,2013
2033,11020,2,2008
2034,11020,0,2008
2035,11020,1,2008
2036,13230,2,2004
2037,13230,0,2004
2038,35480,2,2011
2039,35480,0,2011
2040,35480,1,2011
2041,427250,0,2016
2042,497850,2,2016
2043,48110,2,2010
2044,219830,2,2013
2045,219830,0,2013
2046,25830,1,2005
2047,25830,2,2005
2048,250260,0,2014
2049,250260,2,2014
2050,250260,1,2014
2051,237990,2,2014
2052,237990,0,2014
2053,237990,1,2014
2054,359800,1,2014
2055,359800,2,2014
2056,359800,0,2014
2057,431770,1,2016
2058,265890,2,2014
2059,443580,2,2016
2060,395520,2,2015
2061,395520,0,2015
2062,367670,2,2015
2063,234670,2,2013
2064,234670,1,2013
2065,234670,0,2013
2066,245176,1,2014
2067,245176,0,2014
2068,212480,2,2013
2069,212480,1,2013
2070,212480,0,2013
2071,71340,2,2011
2072,71340,1,2011
2073,71340,0,2011
2074,211600,2,1998
2075,211600,1,1998
2076,211600,0,1998
2077,203650,2,2012
2078,387970,1,2015
2079,387970,0,2015
2080,425220,2,2016
2081,329440,2,2015
2082,315660,2,2015
2083,306370,1,2009
2084,57740,0,2012
2085,57740,2,2012
2086,313080,2,2015
2087,313080,0,2015
2088,374450,2,2015
2089,274170,0,2015
2090,274170,1,2015
2091,274170,2,2015
2092,330570,2,2015
2093,208140,2,2012
2094,208140,0,2012
2095,441870,2,2016
2096,441870,1,2016
2097,98200,2,2011
2098,98200,0,2011
2099,98200,1,2011
2100,302510,1,2014
2101,302510,2,2014
2102,290770,2,2014
2103,290770,0,2014
2104,71000,2,2012
2105,324260,2,2015
2106,348620,1,2014
2107,348620,2,2014
2108,348620,0,2014
2109,253940,2,1999
2110,45740,0,2010
2111,45740,1,2010
2112,45740,2,2010
2113,282800,1,2013
2114,282800,0,2013
2115,282800,2,2013
2116,326460,2,2015
2117,326460,0,2015
2118,326460,1,2015
2119,438690,2,2016
2120,438690,1,2016
2121,274560,2,2014
2122,245470,1,2013
2123,245470,2,2013
2124,245470,0,2013
2125,92100,2,2011
2126,92100,0,2011
2127,272600,2,2014
2128,270150,1,2015
2129,270150,0,2015
2130,270150,2,2015
2131,2870,0,2013
2132,2870,2,2013
2133,2870,1,2013
2134,340810,2,2015
2135,340810,1,2015
2136,55040,2,2011
2137,99700,2,2011
2138,26500,2,2009
2139,29180,2,2009
2140,29180,0,2009
2141,289690,0,2014
2142,289690,2,2014
2143,16450,0,2009
2144,312840,0,2015
2145,337000,0,2016
2146,337000,2,2016
2147,337000,1,2016
2148,307670,2,2015
2149,307670,0,2015
2150,6030,2,2003
2151,230980,0,2013
2152,15320,2,2006
2153,15320,0,2006
2154,7830,0,2009
2155,7830,2,2009
2156,251170,2,2014
2157,251170,1,2014
2158,251170,0,2014
2159,314010,0,2016
2160,367580,2,2015
2161,367580,0,2015
2162,367580,1,2015
2163,375600,2,2015
2164,209650,1,2014
2165,209650,0,2014
2166,209650,2,2014
2167,211500,0,2013
2168,211500,2,2013
2169,211500,1,2013
2170,223770,2,2012
2171,214830,2,2012
2172,214830,0,2012
2173,214830,1,2012
2174,220860,2,2012
2175,220860,1,2012
2176,220860,0,2012
2177,263980,2,2016
2178,263980,1,2016
2179,263980,0,2016
2180,345650,2,2015
2181,345650,0,2015
2182,251870,0,2011
2183,251870,2,2011
2184,251870,1,2011
2185,217200,0,1999
2186,217200,2,1999
2187,217200,1,1999
2188,102700,0,2011
2189,102700,1,2011
2190,102700,2,2011
2191,108800,2,2011
2192,108800,1,2011
2193,252150,2,2014
2194,252150,1,2014
2195,211260,0,2012
2196,211260,1,2012
2197,211260,2,2012
2198,227600,0,2013
2199,40700,2,2009
2200,286100,2,2012
2201,286100,0,2012
2202,286100,1,2012
2203,512300,1,2016
2204,340,2,2005
2205,340,1,2005
2206,340,0,2005
2207,202730,1,2012
2208,92300,1,2011
2209,92300,2,2011
2210,456280,2,2016
2211,456280,0,2016
2212,390730,2,2016
2213,294860,2,2014
2214,294860,0,2014
2215,294860,1,2014
2216,433530,0,2017
2217,433530,2,2017
2218,360940,0,2015
2219,360940,1,2015
2220,360940,2,2015
2221,402630,2,2015
2222,438270,2,2016
2223,223430,2,2012
2224,17580,1,2005
2225,17580,2,2005
2226,316390,1,2015
2227,316390,0,2015
2228,316390,2,2015
2229,232970,2,2013
2230,104700,1,2012
2231,104700,2,2012
2232,104700,0,2012
2233,324080,2,2014
2234,324080,1,2014
2235,324080,0,2014
2236,243200,2,2013
2237,215256,2,2012
2238,17470,2,2008
2239,17470,0,2008
2240,17470,1,2008
2241,298160,0,2014
2242,298160,2,2014
2243,368500,2,2015
2244,368500,0,2015
2245,494470,1,2016
2246,110800,2,2011
2247,110800,0,2011
2248,110800,1,2011
2249,206500,0,2012
2250,206500,2,2012
2251,206500,1,2012
2252,227220,2,2013
2253,227220,0,2013
2254,227220,1,2013
2255,242820,0,2013
2256,242820,2,2013
2257,487220,2,2016
2258,300380,2,2017
2259,300380,1,2017
2260,300380,0,2017
2261,245910,2,2013
2262,113204,1,2012
2263,113204,2,2012
2264,200170,1,2012
2265,200170,0,2012
2266,200170,2,2012
2267,17510,1,2007
2268,17510,2,2007
2269,17510,0,2007
2270,253250,2,2015
2271,253250,0,2015
2272,253250,1,2015
2273,351730,2,2016
2274,325724,2,2016
2275,325724,1,2016
2276,265550,2,2014
2277,265550,0,2014
2278,265550,1,2014
2279,55370,2,2011
2280,436090,2,2016
2281,321960,0,2015
2282,321960,2,2015
2283,277930,1,2014
2284,277930,2,2014
2285,308420,2,2014
2286,308420,1,2014
2287,352520,2,2015
2288,384630,2,2015
2289,346250,2,2012
2290,346250,0,2012
2291,1930,0,2009
2292,1930,2,2009
2293,1930,1,2009
2294,12220,2,2010
2295,12220,1,2010
2296,268400,2,2011
2297,385760,2,2016
2298,409170,2,2016
2299,235780,2,2013
2300,235780,1,2013
2301,224580,2,2013
2302,224580,0,2013
2303,224580,1,2013
2304,10220,2,2011
2305,10220,0,2011
2306,4780,2,2007
2307,4780,0,2007
2308,22320,2,2002
2309,22320,0,2002
2310,389170,1,2016
2311,389170,2,2016
2312,480480,0,2016
2313,45100,2,2010
2314,45100,1,2010
2315,45100,0,2010
2316,209060,0,2014
2317,209060,2,2014
2318,202130,0,2013
2319,202130,2,2013
2320,329130,2,2015
2321,329130,0,2015
2322,207350,2,2012
2323,207350,0,2012
2324,331220,2,2014
2325,339120,2,2014
2326,227100,1,2013
2327,227100,2,2013
2328,227100,0,2013
2329,241560,1,2014
2330,241560,0,2014
2331,241560,2,2014
2332,263540,2,2014
2333,263540,0,2014
2334,263540,1,2014
2335,247020,0,2013
2336,247020,2,2013
2337,247020,1,2013
2338,220440,1,2013
2339,220440,2,2013
2340,220440,0,2013
2341,379980,2,2016
2342,379980,0,2016
2343,311310,1,2016
2344,311310,2,2016
2345,270570,2,2012
2346,1670,0,2006
2347,359050,0,2015
2348,359050,2,2015
2349,359050,1,2015
2350,35700,2,2009
2351,35700,0,2009
2352,12470,0,2004
2353,343780,2,2015
2354,343780,1,2015
2355,271860,0,2014
2356,253690,2,2013
2357,253690,0,2013
2358,33460,0,2011
2359,33460,1,2011
2360,33460,2,2011
2361,220260,2,2013
2362,220260,1,2013
2363,212160,2,2012
2364,212160,1,2012
2365,212160,0,2012
2366,386510,1,2015
2367,260230,2,2014
2368,260230,0,2014
2369,260230,1,2014
2370,8340,2,2008
2371,39210,2,2014
2372,39210,0,2014
2373,39210,1,2014
2374,254440,0,2013
2375,254440,1,2013
2376,254440,2,2013
2377,300040,2,2014
2378,300040,1,2014
2379,449680,1,2016
2380,449680,0,2016
2381,387240,2,2015
2382,207750,0,2012
2383,207750,1,2012
2384,238210,2,1999
2385,238210,0,1999
2386,256190,2,2014
2387,256190,1,2014
2388,342970,2,2016
2389,342970,0,2016
2390,254200,2,2015
2391,254200,0,2015
2392,411830,2,2016
2393,284140,2,2014
2394,40930,2,2010
2395,7760,0,1993
2396,7760,2,1993
2397,247430,1,2004
2398,300,2,2010
2399,300,0,2010
2400,300,1,2010
2401,304650,2,2015
2402,304650,0,2015
2403,3730,0,2000
2404,3730,2,2000
2405,355960,2,2016
2406,236870,2,2016
2407,236870,0,2016
2408,236870,1,2016
2409,235800,2,2015
2410,235800,1,2015
2411,235800,0,2015
2412,275100,2,2015
2413,275100,0,2015
2414,275100,1,2015
2415,306020,2,2014
2416,306020,1,2014
2417,467820,2,2016
2418,467820,1,2016
2419,472060,2,2016
2420,311340,2,2014
2421,311340,1,2014
2422,311340,0,2014
2423,351790,0,2015
2424,351790,2,2015
2425,282900,2,2015
2426,282900,1,2015
2427,282900,0,2015
2428,260430,0,2015
2429,260430,1,2015
2430,33980,0,2010
2431,410210,0,2015
2432,410210,1,2015
2433,410210,2,2015
2434,336380,0,2014
2435,222480,0,2013
2436,222480,2,2013
2437,297120,2,2014
2438,297120,0,2014
2439,229580,0,2015
2440,229580,2,2015
2441,329830,0,2014
2442,329830,2,2014
2443,413420,2,2016
2444,34030,2,2010
2445,34030,0,2010
2446,34030,1,2010
2447,48000,2,2011
2448,48000,0,2011
2449,48000,1,2011
2450,313371,2,2015
2451,215280,2,2017
2452,215280,1,2017
2453,33100,0,2003
2454,15700,2,1997
2455,15700,0,1997
2456,15700,1,1997
2457,311400,2,2016
2458,412880,2,2015
2459,412880,0,2015
2460,412880,1,2015
2461,4720,0,2006
2462,4720,1,2006
2463,438680,2,2016
2464,438680,1,2016
2465,285920,2,2015
2466,285920,0,2015
2467,22330,2,2007
2468,22330,0,2007
2469,22330,1,2007
2470,402840,2,2015
2471,404410,2,2015
2472,404410,0,2015
2473,449980,2,2016
2474,50620,2,2010
2475,50620,1,2010
2476,204530,2,2014
2477,9420,2,2011
2478,9420,0,2011
2479,9420,1,2011
2480,237850,2,2017
2481,237850,1,2017
2482,358090,2,2015
2483,358090,1,2015
2484,244630,2,2014
2485,244630,0,2014
2486,399790,2,2015
2487,234772,2,2013
2488,360730,2,2015
2489,234710,2,2013
2490,234710,0,2013
2491,234710,1,2013
2492,206521,2,2012
2493,307070,0,2014
2494,307070,2,2014
2495,307070,1,2014
2496,351800,1,2015
2497,351800,0,2015
2498,351800,2,2015
2499,23310,0,2009
2500,23310,2,2009
2501,92800,0,2011
2502,92800,2,2011
2503,92800,1,2011
2504,368720,2,2015
2505,368720,0,2015
2506,259680,0,2012
2507,259680,2,2012
2508,244710,0,2013
2509,244710,2,2013
2510,244710,1,2013
2511,314160,2,2006
2512,314160,0,2006
2513,399834,2,2015
2514,293500,0,2014
2515,293500,2,2014
2516,293500,1,2014
2517,291370,2,2014
2518,316430,1,2015
2519,316430,2,2015
2520,376210,2,2015
2521,376210,0,2015
2522,376210,1,2015
2523,365300,2,2016
2524,365300,1,2016
2525,281990,2,2016
2526,281990,1,2016
2527,281990,0,2016
2528,246090,0,2014
2529,246090,2,2014
2530,70600,0,2011
2531,70600,2,2011
2532,55150,2,2011
2533,55150,1,2011
2534,55150,0,2011
2535,204630,0,2014
2536,204630,2,2014
2537,204630,1,2014
2538,353360,2,2014
2539,353360,0,2014
2540,353360,1,2014
2541,35460,0,2010
2542,99300,2,2011
2543,71165,2,2011
2544,17460,2,2008
2545,17460,1,2008
2546,370040,0,2015
2547,310740,2,2015
2548,334070,2,2015
2549,334070,0,2015
2550,391720,0,2016
2551,391720,2,2016
2552,391720,1,2016
2553,10130,2,2007
2554,277590,1,2014
2555,277590,2,2014
2556,280180,2,2017
2557,45770,2,2011
2558,45770,0,2011
2559,45770,1,2011
2560,205230,0,2012
2561,205230,1,2012
2562,267610,0,2013
2563,263960,2,2014
2564,449550,0,2016
2565,357480,2,2015
2566,357480,0,2015
2567,357480,1,2015
2568,393410,2,2015
2569,393410,1,2015
2570,393410,0,2015
2571,209670,1,2012
2572,209670,2,2012
2573,209670,0,2012
2574,201310,2,2011
2575,251430,2,2013
2576,368990,2,2015
2577,368990,1,2015
2578,368990,0,2015
2579,296970,2,2015
2580,351890,2,2015
2581,273070,0,2014
2582,2400,2,2006
2583,2400,0,2006
2584,2400,1,2006
2585,463110,2,2016
2586,337950,2,2016
2587,337950,1,2016
2588,337950,0,2016
2589,204880,2,2012
2590,204880,0,2012
2591,32400,2,1995
2592,232770,0,1997
2593,232770,1,1997
2594,232770,2,1997
2595,397550,2,2015
2596,290340,0,2015
2597,290340,1,2015
2598,290340,2,2015
2599,353830,0,2015
2600,271240,2,2016
2601,271240,0,2016
2602,398913,2,2016
2603,227180,2,2013
2604,227180,1,2013
2605,227180,0,2013
2606,398710,2,2015
2607,407900,2,2014
2608,407900,0,2014
2609,388490,0,2015
2610,405310,1,2016
2611,38720,2,2010
2612,38720,0,2010
2613,228300,2,2013
2614,228300,0,2013
2615,23450,0,2009
2616,23450,2,2009
2617,323910,2,2016
2618,323910,0,2016
2619,323910,1,2016
2620,264380,2,2007
2621,264380,1,2007
2622,264380,0,2007
2623,259381,0,2014
2624,348090,2,2015
2625,348090,1,2015
2626,348090,0,2015
2627,356520,2,2015
2628,356520,1,2015
2629,2310,2,2007
2630,2310,0,2007
2631,237110,0,2013
2632,237110,1,2013
2633,237110,2,2013
2634,407420,2,2015
2635,407420,0,2015
2636,391730,2,2016
