,title,genres,release_date,price,specs,early_access,metascore,sentiment,year
2646,Battle Of Europe,['Action'],2006-03-23,9.99,['Single-player'],False,54.0,Mixed,2006
2649,Age of Wonders III - Golden Realms Expansion,"['RPG', 'Strategy']",2014-09-18,11.99,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud']",False,82.0,Very Positive,2014
2654,Wasteland 2: Director's Cut,"['Adventure', 'Indie', 'RPG', 'Strategy']",2014-09-18,39.99,"['Single-player', 'Steam Achievements', 'Captions available', 'Partial Controller Support', 'Steam Cloud']",False,87.0,Very Positive,2014
2662,Stronghold Crusader 2,"['Simulation', 'Strategy']",2014-09-22,49.99,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",False,65.0,Mixed,2014
2669,DG2: Defense Grid 2,"['Indie', 'Strategy']",2014-09-23,14.99,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']",False,81.0,Very Positive,2014
2672,Pier Solar and the Great Architects,['RPG'],2014-09-29,14.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",False,73.0,Mostly Positive,2014
2673,Sherlock Holmes: Crimes and Punishments,['Adventure'],2014-09-29,29.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,77.0,Very Positive,2014
2676,Middle-earth: Shadow of Mordor - GOTY Edition Upgrade,"['Action', 'Adventure']",2014-09-30,9.99,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,84.0,Very Positive,2014
2690,Silence of the Sleep,"['Adventure', 'Indie']",2014-10-01,4.99,"['Single-player', 'Steam Trading Cards']",False,66.0,Mostly Positive,2014
2700,Qora,"['Adventure', 'Indie']",2014-10-02,9.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",False,63.0,Mostly Positive,2014
2711,Disney G-Force,"['Action', 'Adventure']",2009-07-21,19.99,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",False,61.0,Positive,2009
2713,Styx: Master of Shadows,['Action'],2014-10-07,29.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,71.0,Very Positive,2014
2717,Costume Quest 2,"['Adventure', 'Casual', 'RPG']",2014-10-07,14.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,68.0,Very Positive,2014
2725,Tron 2.0,['Action'],2003-08-22,9.99,"['Single-player', 'Steam Cloud']",False,84.0,Very Positive,2003
2735,Drifting Lands,"['Action', 'Indie', 'RPG']",2017-06-05,18.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,71.0,Very Positive,2017
2736,The Evil Within,['Action'],2014-10-13,19.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",False,68.0,Mostly Positive,2014
2746,Ultimate General: Gettysburg,"['Indie', 'Simulation', 'Strategy']",2014-10-16,14.99,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards']",False,84.0,Very Positive,2014
2749,F1 2014,"['Racing', 'Sports']",2014-10-16,29.99,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,61.0,Mostly Positive,2014
2761,Screencheat,"['Action', 'Indie']",2014-10-21,14.99,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,71.0,Very Positive,2014
2786,Spacebase DF-9,"['Indie', 'Simulation', 'Strategy']",2014-10-27,9.99,"['Single-player', 'Steam Trading Cards', 'Steam Cloud']",False,49.0,Overwhelmingly Negative,2014
2790,BlazeRush,"['Action', 'Indie', 'Racing']",2014-10-28,9.99,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,66.0,Very Positive,2014
2798,Farming Simulator 15,['Simulation'],2014-10-30,19.99,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",False,64.0,Very Positive,2014
2812,Defenders of Time,['Strategy'],2014-11-04,0.0,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Trading Cards']",False,55.0,Mostly Negative,2014
2831,Crowntakers,"['Indie', 'RPG', 'Strategy']",2014-11-07,9.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,70.0,Mostly Positive,2014
2833,A Bird Story,"['Adventure', 'Indie', 'RPG']",2014-11-07,3.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",False,66.0,Very Positive,2014
2840,Toybox Turbos,['Racing'],2014-11-11,14.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,69.0,Very Positive,2014
2841,Space Hulk Ascension,"['RPG', 'Strategy']",2014-11-12,29.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Leaderboards']",False,72.0,Mostly Positive,2014
2845,Chariot,"['Adventure', 'Indie']",2014-11-12,14.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",False,76.0,Very Positive,2014
2847,Randal's Monday,"['Adventure', 'Indie']",2014-11-12,19.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",False,57.0,Mostly Positive,2014
2850,Sneaky Sneaky,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2014-11-12,4.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",False,63.0,Very Positive,2014
2854,Company of Heroes 2 - Ardennes Assault,['Strategy'],2014-11-17,19.99,"['Single-player', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor']",False,81.0,3 user reviews,2014
2858,Far Cry® 4,"['Action', 'Adventure']",2014-11-18,29.99,"['Single-player', 'Multi-player', 'Co-op', 'Partial Controller Support']",False,80.0,Mostly Positive,2014
2861,The Blue Flamingo,"['Action', 'Indie']",2014-11-18,4.99,"['Single-player', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",False,55.0,Mixed,2014
2866,Escape Dead Island,['Adventure'],2014-11-18,14.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",False,52.0,Mixed,2014
2874,Letter Quest: Grimm's Journey,"['Casual', 'Indie']",2014-11-20,7.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,73.0,Very Positive,2014
2907,The Witcher Adventure Game,"['Adventure', 'Strategy']",2014-11-27,9.99,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Leaderboards']",False,68.0,Mostly Positive,2014
2908,Joe Dever's Lone Wolf HD Remastered,"['Adventure', 'Indie', 'RPG']",2014-11-27,14.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",False,78.0,Mostly Positive,2014
2934,JUJU,"['Action', 'Adventure', 'Casual', 'Indie']",2014-12-10,19.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,65.0,Positive,2014
2952,LISA,"['Adventure', 'Indie', 'RPG']",2014-12-15,9.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",False,78.0,Overwhelmingly Positive,2014
2957,Metrocide,['Indie'],2014-10-20,12.99,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats']",False,68.0,Mixed,2014
2976,Dead Effect,"['Action', 'Indie']",2014-12-17,4.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",False,59.0,Mostly Positive,2014
2982,METAL GEAR SOLID V: GROUND ZEROES,"['Action', 'Adventure']",2014-12-18,19.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",False,80.0,Very Positive,2014
2983,SpeedRunners,"['Action', 'Casual', 'Indie', 'Racing', 'Sports']",2016-04-19,14.99,"['Single-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor']",False,84.0,Very Positive,2016
3027,Disorder,"['Action', 'Indie']",2015-01-12,3.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,61.0,Mostly Positive,2015
3030,Avernum 2: Crystal Souls,"['Adventure', 'Indie', 'RPG', 'Strategy']",2015-01-14,19.99,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats']",False,78.0,Very Positive,2015
3033,Tengami,"['Adventure', 'Casual', 'Indie']",2015-01-15,4.99,"['Single-player', 'Steam Achievements', 'Steam Cloud']",False,57.0,Very Positive,2015
3035,TRISTOY,"['Action', 'Adventure', 'Indie']",2015-01-15,6.99,"['Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Stats']",False,49.0,Mixed,2015
3054,Resident Evil / biohazard HD REMASTER,"['Action', 'Adventure']",2015-01-19,19.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,82.0,Very Positive,2015
3069,Grey Goo,['Strategy'],2015-01-23,29.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Steam Leaderboards', 'Includes level editor']",False,77.0,Mostly Positive,2015
3071,Venetica - Gold Edition,"['Action', 'Adventure', 'Indie', 'RPG']",2009-09-04,9.99,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",False,61.0,Mostly Positive,2009
3082,Ghost Pirates of Vooju Island,"['Adventure', 'Casual']",2015-01-27,9.99,['Single-player'],False,66.0,Mixed,2015
3094,Pix the Cat,"['Action', 'Indie']",2015-01-29,9.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,77.0,Very Positive,2015
3108,Overture,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2015-01-01,4.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available']",False,76.0,Mostly Positive,2015
3111,Apotheon,"['Action', 'Adventure', 'Indie', 'RPG']",2015-02-03,14.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",False,78.0,Very Positive,2015
3131,SUNLESS SEA,"['Adventure', 'Indie', 'RPG']",2015-02-06,18.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",False,81.0,Very Positive,2015
3168,Hand of Fate,"['Action', 'Indie', 'RPG']",2015-02-17,19.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,78.0,Very Positive,2015
3183,Hot Tin Roof: The Cat That Wore A Fedora,"['Action', 'Adventure', 'Indie', 'RPG']",2015-02-20,14.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats']",False,66.0,Mostly Positive,2015
3203,Oscura: Lost Light,"['Adventure', 'Indie']",2015-02-24,6.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",False,66.0,Mixed,2015
3226,Oddworld: New 'n' Tasty,"['Action', 'Adventure', 'Indie']",2015-02-25,19.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,87.0,Very Positive,2015
3229,Homeworld Remastered Collection,"['Simulation', 'Strategy']",2015-02-25,34.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud']",False,86.0,Very Positive,2015
3253,Shiftlings,"['Action', 'Adventure']",2015-03-03,14.99,"['Single-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,70.0,Positive,2015
3255,White Night,['Adventure'],2015-03-03,14.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",False,68.0,Mostly Positive,2015
3271,ARMED SEVEN,"['Action', 'Indie']",2015-03-06,4.99,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",False,67.0,Positive,2015
3275,Shelter 2,"['Adventure', 'Casual', 'Indie']",2015-03-09,14.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",False,58.0,Very Positive,2015
3292,Sid Meier's Starships,['Strategy'],2015-03-12,14.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Leaderboards']",False,64.0,Mixed,2015
3298,Oceanhorn: Monster of Uncharted Seas,"['Action', 'Adventure', 'Indie', 'RPG']",2015-03-17,14.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,74.0,Very Positive,2015
3302,Woolfe - The Red Hood Diaries,"['Action', 'Adventure', 'Indie']",2015-03-17,9.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,55.0,Mixed,2015
3332,Etherium,['Strategy'],2015-03-25,9.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,62.0,Mixed,2015
3333,The Corporate Machine,"['Simulation', 'Strategy']",2001-07-14,9.99,"['Single-player', 'Multi-player']",False,80.0,Mixed,2001
3343,Ironcast,"['Indie', 'RPG', 'Strategy']",2015-03-26,14.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",False,75.0,Mostly Positive,2015
3347,ArcheAge,"['Free to Play', 'Massively Multiplayer', 'RPG']",2015-03-26,0.0,"['Multi-player', 'MMO', 'Steam Trading Cards', 'In-App Purchases']",False,80.0,Mixed,2015
3355,The Moment of Silence,"['Adventure', 'Indie']",2005-03-01,14.99,"['Single-player', 'Steam Cloud']",False,70.0,Mixed,2005
3359,RIDE,"['Racing', 'Simulation', 'Sports']",2015-03-27,39.99,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",False,68.0,Mostly Positive,2015
3375,A Pixel Story,"['Action', 'Adventure', 'Indie']",2015-03-30,11.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",False,74.0,Positive,2015
3384,Bloodsports.TV,"['Action', 'Indie', 'Strategy']",2015-03-30,9.99,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,69.0,Very Positive,2015
3394,Paperbound,"['Action', 'Indie']",2015-03-31,9.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Includes level editor']",False,68.0,7 user reviews,2015
3398,15 Days,"['Adventure', 'Casual', 'Indie']",2010-06-25,9.99,"['Single-player', 'Steam Cloud']",False,63.0,Mostly Negative,2010
3418,DARK SOULS™ II: Scholar of the First Sin,"['Action', 'RPG']",2015-04-01,39.99,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support']",False,79.0,Very Positive,2015
3431,War for the Overworld,"['Indie', 'Strategy']",2015-04-02,29.99,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",False,65.0,Mostly Positive,2015
3444,Overclocked: A History of Violence,"['Adventure', 'Indie']",2008-04-07,14.99,"['Single-player', 'Steam Cloud']",False,70.0,Mostly Positive,2008
3475,Blue Estate The Game,['Action'],2015-04-08,12.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",False,59.0,Very Positive,2015
3485,Lakeview Cabin Collection,['Indie'],2015-03-25,9.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",False,70.0,Very Positive,2015
3489,Dead Synchronicity: Tomorrow Comes Today,"['Adventure', 'Indie']",2015-04-10,19.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",False,70.0,Very Positive,2015
3499,Albedo: Eyes from Outer Space,"['Action', 'Adventure', 'Indie']",2015-04-10,14.99,"['Single-player', 'Steam Achievements', 'Full controller support']",False,66.0,Mixed,2015
3510,The Charnel House Trilogy,"['Adventure', 'Indie']",2015-04-16,5.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",False,68.0,Very Positive,2015
3520,"Slow Down, Bull","['Action', 'Casual', 'Indie']",2015-04-20,1.99,"['Single-player', 'Full controller support', 'Steam Trading Cards']",False,65.0,8 user reviews,2015
3529,Convoy,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",2015-04-21,14.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",False,72.0,Mostly Positive,2015
3536,JumpJet Rex,"['Action', 'Adventure', 'Indie', 'Racing']",2015-04-21,9.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",False,76.0,Very Positive,2015
3547,Kalimba,"['Action', 'Casual']",2015-04-22,9.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",False,81.0,Very Positive,2015
3567,Crypt of the NecroDancer,"['Action', 'Indie', 'RPG']",2015-04-23,14.99,"['Single-player', 'Local Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",False,87.0,Overwhelmingly Positive,2015
3569,Fair Strike,"['Action', 'Simulation']",2004-02-05,3.99,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",False,56.0,Mixed,2004
3578,Dungeons 2,"['RPG', 'Simulation', 'Strategy']",2015-04-24,19.99,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",False,70.0,Mostly Positive,2015
3625,TERA,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",2015-05-05,0.0,"['Multi-player', 'MMO', 'Co-op', 'Steam Trading Cards', 'Partial Controller Support']",False,77.0,Very Positive,2015
3634,Karmaflow: The Rock Opera Videogame - Act I &amp; Act II,"['Adventure', 'Indie']",2015-05-06,4.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available']",False,47.0,Mostly Positive,2015
3641,Vertiginous Golf,"['Indie', 'Sports']",2014-03-07,9.99,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",False,63.0,Mixed,2014
3651,Inside My Radio,"['Action', 'Casual', 'Indie']",2015-05-11,14.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,68.0,Very Positive,2015
3652,Action Henk,"['Action', 'Indie', 'Racing']",2015-05-11,14.99,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Steam Turn Notifications', 'Includes level editor']",False,74.0,Very Positive,2015
3661,Windward,"['Action', 'Adventure', 'Indie', 'RPG']",2015-05-12,9.99,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,61.0,Very Positive,2015
3672,Galactic Civilizations III,"['Indie', 'Strategy']",2015-05-14,29.99,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Stats']",False,81.0,Mostly Positive,2015
3697,NEON STRUCT,"['Action', 'Indie']",2015-05-20,17.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,62.0,Very Positive,2015
3715,The Incredible Adventures of Van Helsing III,"['Action', 'Adventure', 'Indie', 'RPG']",2015-05-22,14.99,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",False,64.0,Mixed,2015
3728,BADLAND: Game of the Year Edition,"['Action', 'Adventure', 'Indie']",2015-05-26,9.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",False,79.0,Very Positive,2015
3731,Crimzon Clover WORLD IGNITION - Superplay Strategy Guide,"['Action', 'Indie']",2015-05-26,7.99,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",False,85.0,3 user reviews,2015
3732,Crimzon Clover WORLD IGNITION - Arcade Poster Pack,"['Action', 'Indie']",2015-05-26,0.99,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",False,85.0,1 user reviews,2015
3733,Crimzon Clover WORLD IGNITION - Arranged Sound Track,"['Action', 'Indie']",2015-05-26,5.99,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",False,85.0,Positive,2015
3743,0RBITALIS,"['Indie', 'Simulation']",2015-05-28,9.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",False,73.0,Mostly Positive,2015
3744,Homesick,"['Adventure', 'Indie']",2015-05-28,14.99,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",False,72.0,Mostly Positive,2015
3748,The Detail Episode 2 - From The Ashes,"['Adventure', 'Indie']",2015-05-28,3.99,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Stats']",False,66.0,6 user reviews,2015
3771,MASSIVE CHALICE,"['Indie', 'Strategy']",2015-06-01,19.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",False,73.0,Mostly Positive,2015
3772,Hatred,"['Action', 'Indie']",2015-06-01,8.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",False,43.0,Mostly Positive,2015
3795,You Must Build A Boat,"['Action', 'Casual', 'Indie', 'RPG', 'Strategy']",2015-06-04,4.99,"['Single-player', 'Steam Achievements', 'Steam Cloud']",False,71.0,Very Positive,2015
3796,Duck Game,"['Action', 'Indie']",2015-06-04,12.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Includes level editor']",False,82.0,Overwhelmingly Positive,2015
3799,The Masterplan,"['Action', 'Indie', 'Strategy']",2015-06-04,19.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",False,68.0,Mixed,2015
3845,LEGO® Jurassic World,"['Action', 'Adventure']",2015-06-11,19.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",False,72.0,Very Positive,2015
3933,Rocket League®,"['Action', 'Indie', 'Racing', 'Sports']",2015-07-07,19.99,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats']",False,86.0,Very Positive,2015
3952,F1 2015,"['Racing', 'Sports']",2015-07-09,39.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,61.0,Mixed,2015
3965,Chime Sharp,['Casual'],2016-07-19,9.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,85.0,Mostly Positive,2016
3972,Holy Potatoes! A Weapon Shop?!,"['Indie', 'Simulation']",2015-07-13,14.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",False,69.0,Mostly Positive,2015
3977,Card Hunter,"['Free to Play', 'RPG', 'Strategy']",2015-07-13,0.0,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Includes level editor']",False,80.0,Very Positive,2015
4052,Five Nights at Freddy's 4,"['Action', 'Indie', 'Strategy']",2015-07-23,7.99,['Single-player'],False,51.0,Very Positive,2015
4058,Cradle,"['Adventure', 'Indie']",2015-07-24,12.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",False,65.0,Mostly Positive,2015
4059,Victor Vran ARPG,"['Action', 'Adventure', 'Indie', 'RPG']",2015-07-24,19.99,"['Single-player', 'Multi-player', 'Co-op', 'Local Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,75.0,Very Positive,2015
4097,ENKI,"['Adventure', 'Indie']",2015-07-31,4.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available']",False,43.0,Mixed,2015
4116,SAGA,"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2008-03-07,0.0,"['Multi-player', 'MMO', 'Co-op']",False,61.0,Mixed,2008
4124,Fairy Fencer F,['RPG'],2015-08-04,29.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,66.0,Very Positive,2015
4133,INK,"['Action', 'Adventure', 'Indie']",2015-08-05,4.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,68.0,Very Positive,2015
