,id,app_name,genres
794,18430,Crazy Machines 1.5,"['Casual', 'Strategy']"
795,509737,Rocksmith® 2014 Edition – Remastered – Avril Lavigne - “My Happy Ending”,"['Casual', 'Simulation']"
796,385560,Shadow Complex Remastered,['Action']
797,626200,Dead Alliance™,['Action']
798,215251,Sleeping Dogs: GSP Pack,"['Action', 'Adventure']"
799,502970,Two Worlds II - Echoes of the Dark Past,['RPG']
800,299340,Habitat,"['Action', 'Indie', 'Simulation', 'Strategy']"
801,547410,Peak Angle: Drift Online,"['Massively Multiplayer', 'Racing', 'Simulation', 'Sports']"
802,710480,Extreme Real Reality HD Remix,"['Action', 'Adventure', 'Casual', 'Indie']"
803,590234,Rocksmith® 2014 Edition – Remastered – Live Song Pack,"['Casual', 'Simulation']"
804,314590,room13,"['Action', 'Casual', 'Indie']"
805,204387,Dungeon Defenders: Etherian Festival of Love,"['Action', 'RPG', 'Indie']"
806,216090,Go Home Dinosaurs!,"['Casual', 'Indie', 'Strategy']"
807,620210,Fatal Twelve,"['Adventure', 'Casual', 'Indie']"
808,535735,FourChords Guitar Karaoke - Gavin DeGraw Song Pack,"['Casual', 'Indie', 'Simulation']"
809,427720,GOCCO OF WAR Demo,"['Action', 'Casual', 'Indie']"
810,50145,Mafia II DLC: Jimmy's Vendetta,['Action']
811,410120,AGON - The Mysterious Codex (Trilogy),['Adventure']
812,415580,Bit Shifter OST - Shift Into Cyberspace,"['Action', 'Indie', 'Strategy']"
813,374851,Farming Simulator 15 - Official Expansion (GOLD),['Simulation']
814,222730,Reus,"['Indie', 'Simulation', 'Strategy']"
815,759180,Bizarre Tale,"['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'RPG']"
816,615380,Expansion - Cossacks 3: Guardians of the Highlands,['Strategy']
817,397030,Go! Go! Nippon! 2015,['Adventure']
818,33210,Dawn of Discovery™,"['Simulation', 'Strategy']"
819,605510,Rigor Mortis,"['Casual', 'Indie']"
820,60600,ProtoGalaxy,"['Action', 'Indie']"
821,488660,Just Deserts,"['Casual', 'Indie', 'Simulation', 'Strategy']"
822,207620,The Walking Dead: 400 Days,['Adventure']
823,222180,Mushroom Men: Truffle Trouble,"['Action', 'Indie']"
824,346990,Son of Nor - Soundtrack,"['Action', 'Adventure', 'Indie']"
825,551050,Die With Glory,"['Action', 'Adventure', 'Indie']"
826,601350,Fantasy Grounds - Disposable Heroes: Modern Gangs (Token Pack),"['Indie', 'RPG', 'Strategy']"
827,343962,FSX: Steam Edition - Arctic Rescue Add-On,['Simulation']
828,465440,Aplowcalypse,"['Action', 'Free to Play', 'Indie']"
829,220960,ACDSee 15,['Photo Editing']
830,309870,Call of Duty®: Ghosts - Blunt Force Character Pack,['Action']
831,344410,Magnetic: Cage Closed,"['Action', 'Adventure', 'Indie']"
832,525221,Dig 4 Destruction - Mask [Knight],"['Action', 'Casual', 'Massively Multiplayer']"
833,426990,Hyperdevotion Noire: Ultimate Poona Set,['Strategy']
834,297511,CoH 2 - US Forces Commander: Mechanized Company,['Strategy']
835,377020,The Magic Circle Demo,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']"
836,346310,Fantasy Grounds PFRPG Compatible Adventure: B19 - Tower of Screaming Sand,"['Indie', 'RPG', 'Strategy']"
837,577560,Wizard King,"['Indie', 'Strategy']"
838,471897,FSX Steam Edition: Randers Airport Add-On,['Simulation']
839,728660,StrainZ-1: Elimination,"['Action', 'Adventure', 'Indie']"
840,204734,Krater - Character DLC Mayhem MK13,"['Action', 'Adventure', 'Strategy', 'RPG', 'Indie']"
841,600530,Kautic,"['Action', 'Adventure', 'Indie']"
842,234783,Call of Duty®: Black Ops II - African Flags of the World Calling Card Pack,['Action']
843,397830,Zxill: A Legend of Time,"['Adventure', 'Indie', 'RPG', 'Early Access']"
844,314770,Pe-2: Dive Bomber,"['Indie', 'Simulation']"
845,626532,Fate/EXTELLA - Altera Next Door,['Action']
846,349934,DW8E: Old Costume Pack 3,['Action']
847,296630,Kraven Manor,"['Action', 'Adventure', 'Indie']"
848,420826,FaceRig Strong Paws,"['Animation &amp; Modeling', 'Video Production']"
849,571710,Arma 3 Laws of War,"['Action', 'Simulation', 'Strategy']"
850,503010,Azulgar Star Commanders,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']"
851,448830,ASMR Universe,['Utilities']
852,465570,ParaKrieger,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']"
853,34800,Chronicles of Mystery: The Scorpio Ritual,['Adventure']
854,517560,Black Sand Drift Collector's Edition Content,"['Casual', 'Indie']"
855,308380,Airship Dragoon,"['Indie', 'Strategy']"
856,580710,Afghanistan '11,"['Indie', 'Strategy']"
857,382130,Exile's End,['Action']
858,591982,Fishing Planet: Largemouth Bass April Pack,"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Sports']"
859,544730,Catan Universe,['Strategy']
860,318290,Wargame Red Dragon - Second Korean War DLC,['Strategy']
861,522990,Spell Casting: Meowgically Enhanced Edition,"['Casual', 'Indie']"
862,768950,Quest Hunter: Original Soundtrack,"['Action', 'Adventure', 'Indie', 'RPG']"
863,563250,Lemuria: Lost in Space,"['Adventure', 'Indie', 'RPG']"
864,552760,The Butterfly Sign - Original Soundtrack,"['Action', 'Adventure', 'Indie']"
865,680160,Heroes of Legionwood - Episode 3,"['Casual', 'Indie', 'RPG']"
866,466220,Kingdom of Loot,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']"
867,264160,WazHack,"['Action', 'Indie', 'RPG', 'Strategy']"
868,688430,Duel of Summoners: The Mabinogi Trading Card Game,"['Adventure', 'Free to Play', 'Massively Multiplayer', 'Strategy']"
869,319140,Xeodrifter™,"['Action', 'Indie']"
870,342762,Rocksmith® 2014 – Tesla - “Love Song”,"['Casual', 'Simulation']"
871,645240,Costumenaut,"['Action', 'Indie']"
872,631920,Somewhere on Zibylon,"['Action', 'Indie']"
873,294530,Freddi Fish 2: The Case of the Haunted Schoolhouse,"['Adventure', 'Casual']"
874,567210,Bunnyrama,"['Adventure', 'Casual', 'Indie', 'Strategy']"
875,652610,Stick Nightmare,['Indie']
876,307130,Asteria,"['Action', 'Adventure', 'Indie']"
877,765780,Little Smart Planet,"['Casual', 'Indie']"
878,208809,Tomb Raider: Mountaineer Skin,"['Action', 'Adventure']"
879,603020,Usurper,"['Action', 'Indie', 'RPG', 'Early Access']"
880,408070,Mushroom 11 Soundtrack - The Future Sound of London,"['Action', 'Adventure', 'Indie']"
881,216670,Great Big War Game,"['Indie', 'Strategy']"
882,429730,PlanetSide 2 Essential Pack,"['Action', 'Free to Play', 'Massively Multiplayer']"
883,346630,Plazma Being,"['Action', 'Adventure', 'Indie']"
884,654740,STICK ENGINE,"['Action', 'Adventure', 'Indie', 'Early Access']"
885,684720,Battlegun,"['Action', 'Casual', 'Indie', 'Massively Multiplayer']"
886,765770,Forest Legends: The Call of Love Collector's Edition,"['Adventure', 'Casual', 'Indie']"
887,502410,Airport Fire Department - The Simulation,"['Action', 'Simulation']"
888,349580,Burstfire,"['Action', 'Indie']"
889,768580,Witchball,"['Action', 'Indie', 'Racing', 'Sports']"
890,521010,NeuroVoider - Deluxe Upgrade,"['Action', 'Indie', 'RPG']"
891,388620,DungeonUp,"['Adventure', 'Indie', 'Strategy']"
892,600070,Virtual Battlemap DLC - Space Dungeons,"['Design &amp; Illustration', 'Utilities']"
893,513580,Miaou Moon,"['Action', 'Casual', 'Indie']"
894,597270,The Horus Heresy: Battle of Tallarn - Ascendance Campaign,['Strategy']
895,260230,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,['Adventure']
896,392080,Wayward Terran Frontier: Zero Falls,"['Indie', 'RPG', 'Simulation', 'Early Access']"
897,422030,ReVeN: XBridge,"['Action', 'Indie', 'RPG']"
898,639860,Fantasy Grounds - Orc Town: Orc Arena (Map Pack),"['Indie', 'RPG', 'Strategy']"
899,623194,Fate/EXTELLA - Resort Vacances,['Action']
900,357780,Defend Your Life: TD,"['Action', 'Casual', 'Indie', 'Strategy']"
901,313373,Middle-earth: Shadow of Mordor - Hidden Blade Rune,"['Action', 'Adventure']"
902,220285,Farming Simulator 2013: Ursus,"['Casual', 'Simulation']"
903,311000,Memories of a Vagabond Demo,"['Adventure', 'Indie', 'RPG']"
904,657440,Burn It Down,"['Adventure', 'Indie']"
905,720700,LEGO® Marvel Super Heroes 2 - Agents of Atlas,['Action']
906,538910,Tom Clancy's Rainbow Six® Siege - Castle Blood Dragon,['Action']
907,493540,Figment,"['Action', 'Adventure', 'Indie']"
908,319430,CHAOS - In the Darkness,"['Action', 'Adventure', 'Indie', 'RPG']"
909,72903,Winter Voices Episode 2: Nowhere of me,"['Adventure', 'Indie', 'RPG']"
910,550810,Abduction Bit,"['Action', 'Indie']"
911,516090,Buy Bloxiq Soundtrack,"['Casual', 'Indie', 'Strategy']"
912,216450,Gotham City Impostors Free to Play: Beaky,['Action']
913,528270,NEON Ultra,['Action']
914,717280,Critters - Cute Cubs in a Cruel World,"['Indie', 'Early Access']"
915,244030,Take On Mars,['Simulation']
916,357280,Alter World,['Indie']
917,755743,RPG Maker VX Ace - POP: Slasher Forest,"['Design &amp; Illustration', 'Web Publishing']"
918,698840,Fantasy Grounds - Demon Cults & Secret Societies (5E),"['Indie', 'RPG', 'Strategy']"
919,577131,The Art of TY the Tasmanian Tiger,"['Action', 'Adventure', 'Indie']"
920,555180,InfinitasDM,"['RPG', 'Strategy']"
921,520300,Underworld Dungeon,"['Action', 'Adventure', 'Indie', 'RPG']"
922,264340,Major Mayhem,"['Action', 'Adventure', 'Casual', 'Indie']"
923,295017,Rocksmith® 2014 – Foreigner Song Pack,"['Casual', 'Simulation']"
924,313030,Survivor Squad Demo,"['Action', 'Indie', 'Strategy']"
925,523760,Loot or Die,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']"
926,608420,Narcissu 10th Anniversary Anthology Project - Sumire,"['Casual', 'Indie']"
927,551300,End of the Mine Soundtrack,"['Action', 'Adventure', 'Indie']"
928,668300,Chinese Souls-Hua Garden/华夏园,"['Action', 'Indie', 'RPG']"
929,231482,COH 2 - Soviet Skin: (H) Four Color Belorussian Front,['Strategy']
930,424170,The fall of gods,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']"
931,431230,Tiny Guardians,"['Adventure', 'Indie', 'Strategy']"
932,410670,Suits: A Business RPG,"['Action', 'Adventure', 'Indie', 'RPG']"
933,405670,Combat Core,"['Action', 'Indie', 'Early Access']"
934,408770,Highschool Possession,"['Adventure', 'Indie']"
935,42000,Trino,"['Casual', 'Indie']"
936,370560,Geek Resort,"['Casual', 'Simulation']"
937,491280,Drift Horizon Online,"['Action', 'Racing', 'Simulation', 'Sports']"
938,665060,Triangulate,"['Casual', 'Indie', 'Strategy']"
939,3380,Dynomite Deluxe,['Casual']
940,523740,Techwars Online 2,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']"
941,729230,Carried Away OST - Lounging Away by Juhani Junkala,"['Casual', 'Indie', 'Simulation']"
942,284260,PANORAMICAL,['Indie']
943,444270,Hypersensitive Bob,"['Action', 'Adventure', 'Casual', 'Indie']"
944,614300,Fantasy Grounds - Mini-Dungeon #023: The Aura of Profit (5E),"['Indie', 'RPG', 'Strategy']"
945,334600,Pitiri 1977 Demo,"['Adventure', 'Indie']"
946,47894,The Sims™ 3 Late Night,['Simulation']
947,487540,TANE DLC: NS SD60E - 6920 Veterans Unit,['Simulation']
948,587010,EZRA: The Stranger,"['Adventure', 'Casual', 'Indie']"
949,611730,Galactic Feud,"['Action', 'Indie', 'Early Access']"
950,663240,All You Can Eat,"['Adventure', 'Casual', 'Indie']"
951,246960,Giana Sisters: Twisted Dreams - Rise of the Owlverlord,"['Action', 'Indie']"
952,418120,Cally's Caves 3,"['Action', 'Adventure', 'Indie', 'RPG']"
953,261760,Lichdom: Battlemage,"['Action', 'Indie', 'RPG']"
954,589060,"Trapper Knight, Sharpshooter Princess","['RPG', 'Strategy']"
955,575250,Fantasy Grounds - Islands of Plunder: Raid on the Emperor's Hand (PFRPG),"['Indie', 'RPG', 'Strategy']"
956,344080,VRC PRO Deluxe Electric on-road tracks,"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']"
957,755100,Smart Junior Academy - Winter,['Education']
958,362740,Age of Enigma: The Secret of the Sixth Ghost,['Adventure']
959,229600,Bientôt l'été,"['Casual', 'Indie', 'Simulation']"
960,428350,Fear Equation,"['Indie', 'RPG', 'Simulation', 'Strategy']"
961,278620,TinyKeep,"['Action', 'Adventure', 'Indie', 'RPG']"
962,325520,Fire,"['Adventure', 'Casual', 'Indie']"
963,208833,"Magic 2013 ""Act of War"" Deck Key",['Strategy']
964,458630,Political Animals,"['Indie', 'Simulation', 'Strategy']"
965,339390,X-Plane 10 AddOn - Aerosoft - CZST Stewart,['Simulation']
966,597690,Blink Original Soundtrack,['Indie']
967,340200,Bloop,"['Casual', 'Indie', 'Simulation']"
968,758620,Shadow Wolf Mysteries: Bane of the Family Collector's Edition,"['Adventure', 'Casual']"
969,581080,Waste Walkers Subsistence,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']"
970,559640,Betrayal Collection,['RPG']
971,323180,Portal 2 Soundtrack,"['Action', 'Adventure']"
972,333080,Call of Duty®: Advanced Warfare - United Kingdom Exoskeleton Pack,['Action']
973,306397,Tropico 5 - Gone Green,"['RPG', 'Simulation', 'Strategy']"
974,33610,Broken Sword 3 - the Sleeping Dragon,['Adventure']
975,222122,Rocksmith - Blondie - Call Me,"['Casual', 'Simulation']"
976,535440,WAR7,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer']"
977,294996,Rocksmith® 2014 – Sublime - “Santeria”,"['Casual', 'Simulation']"
978,621160,Fantasy Grounds - Animals 2 (Token Pack),"['Indie', 'RPG', 'Strategy']"
979,564792,South Park™: The Fractured But Whole™ - Towelie: Your Gaming Bud,['RPG']
980,623230,Operation: Arctic Hawk,"['Action', 'Indie']"
981,379232,FSX: Steam Edition - Messerschmitt Bf 109 Add-On,['Simulation']
982,97364,Magic 2013 “Pack Instinct” Deck Key,['Strategy']
983,732090,Dragon Perception,"['Adventure', 'Indie']"
984,558301,Master of Orion: Elerian Fiefdoms,['Strategy']
985,34410,Death to Spies: Moment of Truth,['Action']
986,226960,Ironclad Tactics,"['Casual', 'Indie', 'Strategy']"
987,510780,SkyBoats,['Strategy']
988,520370,Pigeon Fight,"['Casual', 'Indie', 'Simulation']"
989,644710,Gary Grigsby's War in the West,['Simulation']
990,693610,Hide and Seek - Sombrero,"['Casual', 'Free to Play', 'Indie']"
991,540020,Final Quest II,"['Indie', 'RPG']"
992,562780,Rescue the Great Demon 2 - OST package,"['Adventure', 'Free to Play', 'Indie', 'RPG']"
993,354200,Aberoth,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']"
994,744590,Starship Clicker,"['Casual', 'Indie']"
995,754630,Tanki X: Steam Pack,"['Action', 'Free to Play', 'Massively Multiplayer']"
996,279540,Pretentious Game,"['Casual', 'Indie']"
997,699720,Timension,"['Adventure', 'Strategy', 'Early Access']"
998,727860,Space Quiz,"['Casual', 'Indie', 'Massively Multiplayer', 'Strategy']"
999,308060,Black The Fall,"['Action', 'Adventure', 'Indie']"
1000,258674,Train Simulator: N15 King Arthur Class ‘Sir Lamiel’ Loco Add-On,['Simulation']
1001,367580,Hook,"['Casual', 'Indie']"
1002,428564,ARSLAN - Scenario Set 5,['Action']
1003,65255,Train Simulator: Settle to Carlisle Route Add-on,['Simulation']
1004,370280,Season of 12 Colors,"['Adventure', 'Casual', 'Indie']"
1005,330260,The Dream Machine: Chapter 5,"['Adventure', 'Casual', 'Indie']"
1006,444140,Sonicomi,"['Adventure', 'Casual']"
1007,328110,Shelter Soundtrack,"['Adventure', 'Indie']"
1008,624940,S.K.I.L.L. - Special Force 2 - Sniper Pack,"['Action', 'Adventure', 'Free to Play', 'Sports', 'Strategy']"
1009,584382,Crypt of the NecroDancer: AMPLIFIED OST - Virt and Girlfriend Records,"['Action', 'Indie', 'RPG']"
1010,329821,RPG Maker VX Ace - Tales of the Far East,"['Design &amp; Illustration', 'Web Publishing']"
1011,670910,AHTS Ship Simulator,"['Action', 'Simulation']"
1012,525033,Watch_Dogs® 2 - Ubisoft Pack,"['Action', 'Adventure']"
1013,503920,Structure,"['Action', 'Adventure']"
1014,407810,Hard Reset Redux,"['Action', 'Adventure']"
1015,715480,Fantasy Grounds - Pathfinder RPG - Ultimate Magic (PFRPG),"['Indie', 'RPG', 'Strategy']"
1016,36150,Westward Collection,['Casual']
1017,560000,Ladykiller in a Bind,['Indie']
1018,637775,Rocksmith® 2014 Edition – Remastered – NOFX - “Seeing Double at the Triple Rock”,"['Casual', 'Simulation']"
1019,437070,Warhammer: End Times - Vermintide Schluesselschloss,"['Action', 'Indie']"
1020,526060,Assetto Corsa - Porsche Pack I,"['Indie', 'Racing', 'Simulation', 'Sports']"
1021,552100,Brick Rigs,"['Simulation', 'Early Access']"
1022,334100,Extreme Exorcism,"['Action', 'Adventure', 'Casual', 'Indie']"
1023,694950,Oure,"['Adventure', 'Casual', 'Indie']"
1024,385511,Hero Siege - Wrath of Mevius (Digital Collector's Edition),"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']"
1025,658297,WARRIORS ALL-STARS: Ayane-themed costume for Laegrinna,['Action']
1026,474240,Journey to the Center of the Earth,['Adventure']
1027,749670,Spinning Around,"['Action', 'Casual', 'Indie']"
1028,512912,Tree of Savior - Novice Pack for SEA Servers,"['Free to Play', 'Massively Multiplayer', 'RPG']"
1029,512850,TANE DLC: ITC GP7 Phase I & II (2 Pack),['Simulation']
1030,211740,Thief™ II: The Metal Age,"['Action', 'Simulation']"
1031,503320,Deserted: The Story of Peter,"['Adventure', 'Indie']"
1032,667840,Dungeon Builder S,"['Indie', 'Simulation', 'Strategy']"
1033,222098,Rocksmith - Incubus - Anna Molly,"['Casual', 'Simulation']"
1034,714530,GRIM - Mystery of Wasules,"['Adventure', 'Indie']"
1035,699100,Megaton: Total Destruction,"['Action', 'Strategy', 'Early Access']"
1036,255163,Call of Duty®: Ghosts - Digital Hardened Edition,['Action']
1037,754470,DashPanel - Assetto Corsa Full Data,['Utilities']
1038,565630,Christmas Eve: Midnight's Call Collector's Edition,"['Adventure', 'Casual']"
1039,6030,STAR WARS™ Jedi Knight II - Jedi Outcast™,['Action']
1040,690430,RPG Maker MV - Parallel Worlds Character Pack,"['Design &amp; Illustration', 'Web Publishing']"
1041,717990,Bloodworks,"['Action', 'Casual', 'Free to Play', 'Indie']"
1042,42918,Magicka: Vietnam,"['Action', 'RPG']"
1043,380120,Celia's Quest,"['Adventure', 'Indie', 'RPG']"
1044,554690,Rotation Phonology: Break,['RPG']
1045,395160,Toby: The Secret Mine,"['Adventure', 'Indie']"
1046,693590,Hide and Seek - Top Hat,"['Casual', 'Free to Play', 'Indie']"
1047,494450,Office lovers,['Adventure']
1048,413590,RTK Maker - Upgrade to Full Edition - 三国志ツクール フル版アップグレードキー,['Simulation']
1049,751200,Puzzle Tactics,"['Indie', 'Strategy']"
1050,293880,Dark Scavenger,"['Adventure', 'Casual', 'Indie', 'RPG']"
1051,372770,Floors of Discomfort,"['Action', 'Indie', 'RPG']"
1052,313330,4x4 Dream Race,['Racing']
1053,757330,qop 2,"['Casual', 'Indie']"
1054,590238,Rocksmith® 2014 Edition – Remastered – Live - “Selling the Drama”,"['Casual', 'Simulation']"
1055,451700,Secrets of Deep Earth Shrine,"['Adventure', 'Indie', 'Strategy']"
1056,606680,Silver,"['Action', 'RPG']"
1057,17140,Hinterland,"['RPG', 'Strategy']"
1058,339230,ZOMBI,"['Action', 'Adventure']"
1059,606970,911 Operator - First Response,"['Casual', 'Indie', 'Simulation', 'Strategy']"
1060,714850,Idle Champions of the Forgotten Realms - Bruenor's Starter Pack,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Strategy']"
1061,564730,Hero Siege - Maniac Gunner Pirate (Skin),"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']"
1062,216335,Sleeping Dogs: Law Enforcer Pack,"['Action', 'Adventure']"
1063,679640,C64 & AMIGA Classix Remakes Sixpack,"['Action', 'Casual', 'Racing']"
1064,675810,Bang! Howdy,"['Free to Play', 'Indie', 'Strategy']"
1065,726600,Drift Zone,"['Indie', 'Racing', 'Sports']"
1066,295083,Rocksmith® 2014 – Jimi Hendrix - “Voodoo Child (Slight Return)”,"['Casual', 'Simulation']"
1067,592291,RPG Maker MV - Japanese Character Generator Expansion 2,"['Design &amp; Illustration', 'Web Publishing']"
1068,666260,Formless Adventure,"['Adventure', 'Indie']"
1069,503980,Detective Hank and the Golden Sneeze,"['Adventure', 'Indie']"
1070,485145,Zaccaria Pinball - Nautilus Table,"['Casual', 'Free to Play', 'Simulation', 'Sports']"
1071,374690,RigIT,"['Animation &amp; Modeling', 'Utilities']"
1072,588800,HEVN,"['Action', 'Adventure', 'Indie']"
1073,534270,Solitaire 220 Plus,['Casual']
1074,530598,Reload Coin & Madhouse Mode Unlock,"['Action', 'Adventure']"
1075,567360,001 Game Creator - Point & Click Adventure Kit,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities', 'Video Production', 'Web Publishing']"
1076,25898,Hearts of Iron III: Soviet Pack DLC,['Strategy']
1077,488993,ePic Character Generator - Season #2: Female Halloween,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']"
1078,691950,Supermagical - Soundtrack,"['Adventure', 'Casual', 'Indie', 'RPG']"
1079,500770,Quadrant - Official Soundtrack,['Indie']
1080,297490,Spy Chameleon - RGB Agent,['Indie']
1081,346280,Heckabomb - Soundtrack,"['Action', 'Indie']"
1082,365450,Hacknet,"['Indie', 'Simulation']"
1083,298620,X-Plane 10 Global - 64 Bit - Africa Scenery,['Simulation']
1084,443850,Tross,"['Action', 'Indie']"
1085,708521,EVE: Valkyrie – Warzone x5 Gold Capsule,['Action']
1086,8330,Telltale Texas Hold ‘Em,['Casual']
1087,530671,ALICE VR - Artbook,"['Adventure', 'Indie']"
1088,206250,Cladun X2 / クラシックダンジョンX2,"['Action', 'Indie', 'RPG']"
1089,526390,Inevitable Path,"['Adventure', 'Indie']"
1090,367872,LEGO Jurassic World: Jurassic Park Trilogy DLC Pack 2,"['Action', 'Adventure']"
1091,491780,AppGameKit - 3D Asset Pack,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities', 'Web Publishing']"
1092,321190,Cho Dengeki Stryker All Ages Version,['Adventure']
1093,416170,HotLead,"['Action', 'Adventure']"
1094,336930,Redux: Dark Matters,"['Action', 'Indie']"
1095,356440,Voices from the Sea - Plus,"['Adventure', 'Casual', 'Indie']"
1096,314450,Star Saviors,"['Action', 'Indie', 'Strategy']"
1097,364322,FSX: Steam Edition - Piper PA-28-181 Archer II Add-On,['Simulation']
1098,362550,METAL SLUG DEFENSE - “Alien Army Pack” Vol.1,"['Action', 'Free to Play']"
1099,274700,868-HACK,"['Indie', 'Strategy']"
1100,377840,FINAL FANTASY IX,['RPG']
1101,258815,Talisman - Character Pack #3 - Devil's Minion,"['Indie', 'RPG', 'Strategy']"
1102,429990,The Room of Black & White Soundtracks,"['Adventure', 'Indie']"
1103,369410,Life Of Pixel - Soundtrack,['Indie']
1104,672060,Radiance Build,"['Action', 'Adventure', 'Indie']"
1105,639531,Tanki X: Antaeus Marksman,"['Action', 'Free to Play', 'Massively Multiplayer']"
1106,569900,Timeless: The Forgotten Town Collector's Edition,"['Adventure', 'Casual']"
1107,637754,Rocksmith® 2014 Edition – Remastered – Hinder - “Lips of an Angel”,"['Casual', 'Simulation']"
1108,269770,Secrets of Grindea,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']"
1109,435880,Fallout 4 - Wasteland Workshop,['RPG']
1110,464522,Jet Spanglette (Black) & Jet Spanglette (Red),['Action']
1111,329020,Battlegrounds of Eldhelm,"['Free to Play', 'Indie', 'RPG']"
1112,728700,Boston Logan [KBOS] airport for Tower!3D Pro,"['Indie', 'Simulation']"
1113,396620,Quantum Flux - Soundtrack,"['Action', 'Indie']"
1114,693602,Hide and Seek - Viking Hat,"['Casual', 'Free to Play', 'Indie']"
1115,283813,Frozen Cortex - Ultimate Tier DLC,"['Indie', 'Sports', 'Strategy']"
1116,323760,Dandelion - Wishes brought to you - Demo,['Simulation']
1117,509634,Rocksmith® 2014 Edition – Remastered – Shinedown - “Simple Man”,"['Casual', 'Simulation']"
1118,15350,Brain Spa,['Casual']
1119,425580,The Room Two,"['Adventure', 'Indie']"
1120,545270,NBA Playgrounds,['Sports']
1121,276750,Fritz Chess 14,['Strategy']
1122,314830,Blackguards 2,"['Adventure', 'Indie', 'RPG', 'Strategy']"
1123,247660,Deadly Premonition: The Director's Cut,"['Action', 'Adventure']"
1124,395520,Missing Translation,"['Adventure', 'Casual', 'Free to Play', 'Indie']"
1125,463990,Pterodactyl Edition,"['Casual', 'Indie']"
1126,561549,Ted McPain - Awesomenauts Character,"['Action', 'Indie', 'Strategy']"
1127,426994,Hyperdevotion Noire: Ultimate Blossom Aizen Set,['Strategy']
1128,681100,Supermagical,"['Adventure', 'Casual', 'Indie', 'RPG']"
1129,388370,Nova Blitz,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']"
1130,599540,TANE DLC: Victorian Railways Type 2 DD Class Pack,['Simulation']
1131,525019,Watch_Dogs® 2 - Private Eye Pack,"['Action', 'Adventure']"
1132,414260,Ironclads 2: American Civil War,"['Simulation', 'Strategy']"
1133,728930,Bomber Crew Skin Pack,"['Simulation', 'Strategy']"
1134,690000,Slimebrawl,"['Action', 'Casual', 'Indie']"
1135,509656,Rocksmith® 2014 Edition - Remastered – Robert Palmer - “Addicted To Love”,"['Casual', 'Simulation']"
1136,657260,救う(SHE SAVE),['Action']
1137,718970,Gone Astray,['Indie']
1138,384010,Castles,"['Action', 'Casual', 'Indie']"
1139,312060,FINAL FANTASY XIV Online Free Trial,"['Massively Multiplayer', 'RPG']"
1140,650440,Warbanners,"['Indie', 'RPG', 'Strategy']"
1141,716800,War Builder League,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']"
1142,618360,Aesthetic Melody,"['Action', 'Adventure', 'Indie']"
1143,647090,Maestro: Music of Death Collector's Edition,"['Adventure', 'Casual']"
1144,245175,Skullgirls: Big Band,"['Action', 'Indie']"
1145,365840,Batla - Starter Pack,"['Action', 'Free to Play']"
1146,399230,Kitchen Simulator 2015,"['Action', 'Adventure', 'Casual', 'Simulation', 'Strategy']"
1147,291471,RPG Maker VX Ace - Classic Fantasy Music Pack,"['Design &amp; Illustration', 'Web Publishing']"
1148,688530,World of Speed - Ford Mustang GT,"['Action', 'Massively Multiplayer', 'Racing', 'Simulation']"
1149,470230,March of the Living - Soundtrack,"['Adventure', 'Indie', 'Strategy']"
1150,321030,One Day For Ched,['Indie']
1151,285462,RPG Maker VX Ace - The Simple Life Music Pack,"['Design &amp; Illustration', 'Web Publishing']"
1152,595360,NIGHTSTAR: Rogue Wings,"['Action', 'Indie', 'Simulation', 'Early Access']"
1153,454040,Jackal,"['Action', 'Adventure', 'Indie']"
1154,395231,HELLDIVERS™ - Commando Pack,['Action']
1155,28012,Kane & Lynch 2: Multiplayer Masks Pack,['Action']
1156,4770,Rome: Total War™ - Alexander,['Strategy']
1157,317660,Call of Duty®: Advanced Warfare - Season Pass,['Action']
1158,26005,The Maw: Brute Force,"['Action', 'Indie']"
1159,408640,Code of Princess,"['Action', 'Adventure', 'RPG']"
